click_number,timestamp,relative_time_ms,delay_ms,hold_ms,button,click_type
132,1786145388.367921,9636.292,69.816,16.947,left,single-click
133,1786145388.401813,9670.184,33.892,17.008,left,double-click
134,1786145388.554736,9823.107,152.923,17.06,left,single-click
135,1786145388.629853,9898.224,75.118,16.973,left,single-click
136,1786145388.663737,9932.108,33.884,17.328,left,double-click
137,1786145388.793857,10062.227,130.12,17.224,left,single-click
138,1786145388.860783,10129.154,66.927,58.025,left,single-click
139,1786145389.027967,10296.338,167.184,16.827,left,single-click
140,1786145389.099027,10367.398,71.06,16.737,left,single-click
141,1786145389.132773,10401.144,33.746,20.024,left,double-click
142,1786145389.255801,10524.172,123.028,17.105,left,single-click
143,1786145389.344795,10613.165,88.993,17.256,left,single-click
144,1786145389.37875,10647.12,33.955,31.029,left,double-click
145,1786145389.494767,10763.138,116.017,43.155,left,single-click
146,1786145389.584784,10853.154,90.017,59.139,left,single-click
147,1786145389.753792,11022.163,169.008,16.989,left,single-click
148,1786145389.788016,11056.386,34.224,17.241,left,double-click
149,1786145389.840873,11109.244,52.857,17.403,left,single-click
150,1786145390.005815,11274.185,164.942,17.014,left,single-click
151,1786145390.098783,11367.153,92.968,17.051,left,single-click
152,1786145390.132778,11401.149,33.995,21.072,left,double-click
153,1786145390.283777,11552.148,151.0,17.004,left,single-click
154,1786145390.358772,11627.143,74.995,59.052,left,single-click
155,1786145390.521888,11790.258,163.115,58.986,left,single-click
156,1786145390.618891,11887.261,97.003,16.92,left,single-click
157,1786145390.65287,11921.241,33.98,18.084,left,double-click
158,1786145390.795866,12064.236,142.995,16.988,left,single-click
159,1786145390.886803,12155.173,90.937,17.046,left,single-click
160,1786145391.035793,12304.163,148.99,17.115,left,single-click
161,1786145391.069852,12338.223,34.06,17.058,left,double-click
162,1786145391.125805,12394.176,55.953,17.031,left,single-click
163,1786145391.319794,12588.164,193.988,74.052,left,single-click
164,1786145391.410845,12679.216,91.051,42.147,left,single-click
165,1786145391.952146,13220.516,541.301,16.807,left,single-click
166,1786145391.998804,13267.174,46.658,70.176,left,double-click
167,1786145392.156051,13424.422,157.248,61.172,left,single-click
168,1786145392.261961,13530.331,105.91,67.008,left,single-click
169,1786145392.417955,13686.326,155.994,17.046,left,single-click
170,1786145392.518034,13786.405,100.079,46.207,left,single-click
171,1786145392.69297,13961.34,174.936,17.125,left,single-click
172,1786145392.785246,14053.616,92.276,16.768,left,single-click
173,1786145392.93804,14206.411,152.795,66.979,left,single-click
174,1786145393.021965,14290.335,83.924,62.413,left,single-click
175,1786145393.182984,14451.354,161.019,17.035,left,single-click
176,1786145393.270095,14538.466,87.111,16.862,left,single-click
177,1786145393.303996,14572.366,33.901,17.017,left,double-click
178,1786145393.418982,14687.353,114.986,17.049,left,single-click
179,1786145393.453053,14721.423,34.071,16.949,left,double-click
180,1786145393.503008,14771.378,49.955,47.01,left,double-click
181,1786145393.686144,14954.515,183.137,16.891,left,single-click
182,1786145393.720044,14988.414,33.899,25.963,left,double-click
183,1786145393.773144,15041.515,53.101,58.176,left,single-click
184,1786145393.92935,15197.721,156.205,69.882,left,single-click
185,1786145394.029982,15298.352,100.632,17.034,left,single-click
186,1786145394.063953,15332.323,33.971,23.054,left,double-click
187,1786145394.190012,15458.383,126.06,90.053,left,single-click
188,1786145394.297011,15565.382,106.999,17.042,left,single-click
189,1786145394.331173,15599.543,34.161,16.824,left,double-click
190,1786145394.486016,15754.386,154.843,17.048,left,single-click
191,1786145394.520044,15788.414,34.028,78.949,left,double-click
192,1786145394.695106,15963.476,175.062,69.0,left,single-click
193,1786145394.786393,16054.763,91.287,63.798,left,single-click
194,1786145394.960027,16228.398,173.635,17.24,left,single-click
195,1786145394.994004,16262.374,33.977,17.091,left,double-click
196,1786145395.051138,16319.508,57.134,63.905,left,single-click
197,1786145395.196019,16464.389,144.881,61.01,left,single-click
198,1786145395.298116,16566.487,102.098,61.935,left,single-click
199,1786145395.471993,16740.364,173.877,17.167,left,single-click
200,1786145395.554009,16822.38,82.016,18.036,left,single-click
201,1786145395.588999,16857.37,34.99,17.035,left,double-click
202,1786145395.724031,16992.402,135.032,17.123,left,single-click
203,1786145395.809121,17077.492,85.09,59.433,left,single-click
204,1786145395.958026,17226.397,148.905,16.987,left,single-click
205,1786145395.992052,17260.422,34.025,16.958,left,double-click
206,1786145396.037176,17305.547,45.124,52.162,left,double-click
207,1786145396.206025,17474.396,168.849,17.079,left,single-click
208,1786145396.271528,17539.899,65.504,62.549,left,single-click
209,1786145396.442048,17710.419,170.52,47.116,left,single-click
210,1786145396.526023,17794.394,83.975,55.15,left,single-click
211,1786145396.721166,17989.537,195.143,16.869,left,single-click
212,1786145396.78317,18051.541,62.004,20.19,left,single-click
213,1786145396.820038,18088.408,36.868,17.037,left,double-click
214,1786145396.976056,18244.427,156.018,16.999,left,single-click
215,1786145397.010026,18278.396,33.97,17.142,left,double-click
216,1786145397.065197,18333.568,55.171,70.018,left,single-click
217,1786145397.220212,18488.583,155.015,72.851,left,single-click
218,1786145397.320028,18588.398,99.815,61.074,left,single-click
219,1786145397.49123,18759.601,171.202,16.823,left,single-click
220,1786145397.525033,18793.404,33.803,45.03,left,double-click
221,1786145397.589076,18857.446,64.043,17.065,left,single-click
222,1786145397.753088,19021.458,164.012,16.97,left,single-click
223,1786145397.820474,19088.844,67.386,60.86,left,single-click
224,1786145397.993058,19261.429,172.585,17.191,left,single-click
225,1786145398.027077,19295.448,34.019,16.981,left,double-click
226,1786145398.074205,19342.576,47.128,16.977,left,double-click
227,1786145398.322084,19590.455,247.879,50.068,left,single-click
228,1786145398.494151,19762.522,172.067,17.141,left,single-click
229,1786145398.561108,19829.479,66.957,17.042,left,single-click
230,1786145398.714083,19982.454,152.975,17.015,left,single-click
231,1786145398.812221,20080.591,98.137,16.936,left,single-click
232,1786145398.957079,20225.45,144.858,51.229,left,single-click
233,1786145399.03815,20306.521,81.071,63.048,left,single-click
234,1786145399.208065,20476.436,169.915,17.033,left,single-click
235,1786145399.277146,20545.516,69.081,63.988,left,single-click
236,1786145399.433095,20701.465,155.949,17.025,left,single-click
237,1786145399.467067,20735.438,33.973,17.018,left,double-click
238,1786145399.52108,20789.451,54.013,52.132,left,single-click
239,1786145399.671222,20939.593,150.142,16.895,left,single-click
240,1786145399.749241,21017.612,78.019,55.892,left,single-click
241,1786145399.898205,21166.575,148.963,54.026,left,single-click
242,1786145399.991117,21259.488,92.913,56.198,left,single-click
243,1786145400.1612,21429.57,170.082,16.951,left,single-click
244,1786145400.253156,21521.527,91.957,53.01,left,single-click
245,1786145400.401329,21669.699,148.173,68.817,left,single-click
246,1786145400.496344,21764.714,95.015,16.952,left,single-click
247,1786145400.530232,21798.602,33.888,59.005,left,double-click
248,1786145400.774457,22042.828,244.225,18.1,left,single-click
249,1786145400.969311,22237.681,194.854,17.189,left,single-click
250,1786145401.056327,22324.698,87.016,55.926,left,single-click
251,1786145401.200379,22468.75,144.052,45.901,left,single-click
252,1786145401.292257,22560.628,91.878,49.998,left,single-click
253,1786145401.439352,22707.722,147.094,56.998,left,single-click
254,1786145401.529252,22797.623,89.9,57.104,left,single-click
255,1786145401.694307,22962.677,165.055,17.118,left,single-click
256,1786145401.75426,23022.63,59.953,63.114,left,single-click
257,1786145401.925412,23193.783,171.152,17.001,left,single-click
258,1786145401.99132,23259.691,65.908,57.049,left,single-click
259,1786145402.162247,23430.618,170.928,68.072,left,single-click
260,1786145402.247241,23515.611,84.993,17.104,left,single-click
261,1786145402.281242,23549.613,34.001,17.037,left,double-click
262,1786145402.401338,23669.708,120.096,43.009,left,single-click
263,1786145402.48628,23754.651,84.942,54.691,left,single-click
264,1786145402.655272,23923.642,168.992,116.536,left,single-click
265,1786145402.928156,24196.527,272.885,78.76,left,single-click
266,1786145403.134756,24403.127,206.6,17.067,left,single-click
267,1786145403.168914,24437.285,34.158,17.027,left,double-click
268,1786145403.202858,24471.229,33.944,61.996,left,double-click
269,1786145403.391807,24660.178,188.949,17.01,left,single-click
270,1786145403.466162,24734.532,74.355,45.679,left,single-click
271,1786145403.655778,24924.148,189.616,17.015,left,single-click
272,1786145403.689818,24958.188,34.04,31.056,left,double-click
273,1786145403.737833,25006.204,48.016,43.976,left,double-click
274,1786145403.908878,25177.248,171.044,52.962,left,single-click
275,1786145403.994794,25263.165,85.916,17.019,left,single-click
276,1786145404.179979,25448.349,185.184,16.93,left,single-click
277,1786145404.232844,25501.215,52.866,45.26,left,single-click
278,1786145404.430818,25699.188,197.973,16.973,left,single-click
279,1786145404.491844,25760.215,61.026,46.076,left,single-click
280,1786145404.667825,25936.195,175.981,122.1,left,single-click
281,1786145404.929056,26197.427,261.232,16.788,left,single-click
282,1786145404.986801,26255.171,57.744,52.038,left,single-click
283,1786145405.172818,26441.188,186.017,49.029,left,single-click
284,1786145405.271181,26539.552,98.364,16.658,left,single-click
285,1786145405.447045,26715.416,175.864,16.806,left,single-click
286,1786145405.516958,26785.328,69.912,18.992,left,single-click
287,1786145405.754831,27023.201,237.873,52.27,left,single-click
288,1786145405.923904,27192.275,169.073,17.031,left,single-click
289,1786145405.998023,27266.393,74.118,62.885,left,single-click
290,1786145406.145854,27414.224,147.831,58.277,left,single-click
291,1786145406.238799,27507.169,92.945,71.399,left,single-click
292,1786145406.395831,27664.201,157.032,50.113,left,single-click
293,1786145406.473837,27742.208,78.007,53.026,left,single-click
294,1786145406.648871,27917.241,175.033,17.142,left,single-click
295,1786145406.734943,28003.314,86.072,47.942,left,single-click
296,1786145406.86941,28137.78,134.467,16.553,left,single-click
297,1786145406.904833,28173.204,35.424,18.087,left,double-click
298,1786145406.981288,28249.659,76.455,50.9,left,single-click
299,1786145407.13884,28407.211,157.552,17.401,left,single-click
300,1786145407.232874,28501.245,94.034,54.003,left,single-click
301,1786145407.379856,28648.226,146.982,17.076,left,single-click
302,1786145407.463831,28732.201,83.975,69.042,left,single-click
303,1786145407.623886,28892.257,160.055,79.99,left,single-click
304,1786145407.725893,28994.264,102.007,56.025,left,single-click
305,1786145407.907037,29175.408,181.144,18.961,left,single-click
306,1786145407.94285,29211.221,35.813,17.026,left,double-click
307,1786145407.983979,29252.349,41.129,67.897,left,double-click
308,1786145408.157872,29426.243,173.893,56.028,left,single-click
309,1786145408.258316,29526.687,100.444,35.67,left,single-click
310,1786145408.436012,29704.382,177.695,17.082,left,single-click
311,1786145408.498845,29767.216,62.834,40.192,left,single-click
312,1786145408.671376,29939.747,172.531,16.811,left,single-click
313,1786145408.704977,29973.347,33.6,17.039,left,double-click
314,1786145408.753865,30022.236,48.889,17.263,left,double-click
315,1786145408.933099,30201.469,179.233,17.012,left,single-click
316,1786145409.001106,30269.477,68.008,19.011,left,single-click
317,1786145409.214087,30482.458,212.981,16.938,left,single-click
318,1786145409.248075,30516.446,33.988,48.001,left,double-click
319,1786145409.464045,30732.415,215.969,65.224,left,single-click
320,1786145409.669017,30937.387,204.972,55.023,left,single-click
321,1786145409.741169,31009.539,72.152,16.898,left,single-click
322,1786145409.77511,31043.481,33.942,17.011,left,double-click
323,1786145409.947054,31215.424,171.943,116.088,left,single-click
324,1786145410.195009,31463.38,247.956,42.195,left,single-click
325,1786145410.258107,31526.478,63.098,62.009,left,single-click
326,1786145410.447106,31715.477,188.999,16.952,left,single-click
327,1786145410.481097,31749.468,33.991,16.942,left,double-click
328,1786145410.544432,31812.803,63.335,16.698,left,single-click
329,1786145410.788063,32056.434,243.631,45.253,left,single-click
330,1786145410.960119,32228.489,172.055,47.967,left,single-click
331,1786145411.031046,32299.417,70.927,17.007,left,single-click
332,1786145411.174152,32442.523,143.106,57.001,left,single-click
333,1786145411.278034,32546.405,103.882,58.029,left,single-click
334,1786145411.437109,32705.48,159.075,16.968,left,single-click
335,1786145411.505285,32773.656,68.176,46.818,left,single-click
336,1786145411.674057,32942.428,168.772,44.029,left,single-click
337,1786145411.747975,33016.345,73.917,48.036,left,single-click
338,1786145411.925349,33193.719,177.374,16.816,left,single-click
339,1786145411.991279,33259.65,65.93,17.118,left,single-click
340,1786145412.201096,33469.467,209.817,44.094,left,single-click
341,1786145412.360107,33628.477,159.01,111.994,left,single-click
342,1786145413.133101,34401.471,772.994,75.91,left,single-click
343,1786145413.277431,34545.802,144.331,68.749,left,single-click
344,1786145413.36313,34631.501,85.699,45.161,left,single-click
345,1786145413.470136,34738.507,107.006,62.24,left,single-click
346,1786145413.566195,34834.566,96.059,36.87,left,single-click
347,1786145413.659216,34927.587,93.021,43.936,left,single-click
348,1786145413.730269,34998.639,71.053,56.945,left,single-click
349,1786145413.82348,35091.85,93.211,58.668,left,single-click
350,1786145413.919088,35187.459,95.608,48.209,left,single-click
351,1786145414.005076,35273.446,85.988,64.072,left,single-click
352,1786145414.104098,35372.469,99.022,37.083,left,single-click
353,1786145414.187098,35455.468,83.0,47.052,left,single-click
354,1786145414.271594,35539.964,84.496,49.547,left,single-click
355,1786145414.361172,35629.543,89.578,60.97,left,single-click
356,1786145414.459119,35727.49,97.947,53.022,left,single-click
357,1786145414.553109,35821.48,93.99,46.021,left,single-click
358,1786145414.641529,35909.899,88.419,43.126,left,single-click
359,1786145414.722103,35990.474,80.574,43.25,left,single-click
360,1786145414.885168,36153.539,163.065,33.054,left,single-click
361,1786145415.048108,36316.478,162.94,67.95,left,single-click
362,1786145415.150079,36418.45,101.971,46.122,left,single-click
363,1786145415.248124,36516.494,98.045,58.003,left,single-click
364,1786145415.334134,36602.504,86.01,52.0,left,single-click
365,1786145415.429152,36697.523,95.018,28.93,left,single-click
366,1786145415.503139,36771.51,73.987,62.907,left,single-click
367,1786145415.608124,36876.495,104.985,38.21,left,single-click
368,1786145415.695158,36963.529,87.034,65.208,left,single-click
369,1786145415.831356,37099.726,136.197,74.873,left,single-click
370,1786145415.934142,37202.513,102.787,35.012,left,single-click
371,1786145416.029177,37297.548,95.035,63.024,left,single-click
372,1786145416.112113,37380.484,82.936,17.016,left,single-click
373,1786145416.210193,37478.563,98.08,69.083,left,single-click
374,1786145416.2962,37564.571,86.008,56.073,left,single-click
375,1786145416.411306,37679.676,115.105,18.974,left,single-click
376,1786145416.47024,37738.611,58.935,66.061,left,single-click
377,1786145416.572281,37840.652,102.041,74.054,left,single-click
378,1786145416.670237,37938.607,97.956,47.046,left,single-click
379,1786145416.780374,38048.745,110.138,64.328,left,single-click
380,1786145416.865315,38133.686,84.941,69.106,left,single-click
381,1786145416.968286,38236.657,102.971,49.017,left,single-click
382,1786145417.047249,38315.62,78.963,65.076,left,single-click
383,1786145417.155267,38423.637,108.017,64.917,left,single-click
384,1786145417.248364,38516.735,93.097,54.942,left,single-click
385,1786145417.344349,38612.72,95.985,45.947,left,single-click
386,1786145417.493042,38761.413,148.693,74.244,left,single-click
387,1786145417.606282,38874.653,113.24,45.274,left,single-click
388,1786145417.707252,38975.622,100.97,64.113,left,single-click
389,1786145417.796368,39064.738,89.116,45.882,left,single-click
390,1786145417.893276,39161.647,96.909,49.031,left,single-click
391,1786145417.971303,39239.673,78.026,52.969,left,single-click
392,1786145418.074482,39342.853,103.18,45.838,left,single-click
393,1786145418.152263,39420.634,77.781,42.073,left,single-click
394,1786145418.243284,39511.655,91.021,61.057,left,single-click
395,1786145418.341311,39609.682,98.027,45.192,left,single-click
396,1786145418.455364,39723.735,114.053,78.91,left,single-click
397,1786145418.551297,39819.668,95.933,57.129,left,single-click
398,1786145418.661395,39929.766,110.098,131.118,left,single-click
399,1786145418.834243,40102.613,172.847,73.661,left,single-click
400,1786145419.02721,40295.581,192.968,50.222,left,single-click
401,1786145419.112241,40380.611,85.03,17.211,left,single-click
402,1786145419.190561,40458.932,78.321,71.78,left,single-click
403,1786145419.291497,40559.868,100.936,55.775,left,single-click
404,1786145419.385318,40653.688,93.821,47.339,left,single-click
405,1786145419.449324,40717.695,64.006,70.576,left,single-click
406,1786145419.555333,40823.704,106.009,135.091,left,single-click
407,1786145419.746323,41014.693,190.989,84.129,left,single-click
408,1786145419.863439,41131.81,117.116,16.991,left,single-click
409,1786145419.970335,41238.706,106.896,45.028,left,single-click
410,1786145420.03733,41305.7,66.994,46.151,left,single-click
411,1786145420.140342,41408.713,103.013,40.128,left,single-click
412,1786145420.231416,41499.786,91.074,16.944,left,single-click
413,1786145420.328736,41597.106,97.32,79.66,left,single-click
414,1786145420.566328,41834.699,237.593,73.256,left,single-click
415,1786145420.690148,41958.519,123.82,50.213,left,single-click
416,1786145420.795389,42063.76,105.241,64.068,left,single-click
417,1786145420.8915,42159.871,96.111,16.992,left,single-click
418,1786145420.970524,42238.895,79.024,68.044,left,single-click
419,1786145421.134362,42402.732,163.837,33.043,left,single-click
420,1786145421.225501,42493.871,91.139,77.868,left,single-click
421,1786145421.320335,42588.705,94.834,47.261,left,single-click
422,1786145421.41538,42683.751,95.046,137.031,left,single-click
423,1786145421.954409,43222.78,539.029,16.973,left,single-click
424,1786145422.089553,43357.924,135.144,69.789,left,single-click
425,1786145422.19345,43461.82,103.896,49.935,left,single-click
426,1786145422.338347,43606.718,144.898,69.01,left,single-click
427,1786145422.424382,43692.753,86.035,55.013,left,single-click
428,1786145422.579285,43847.656,154.903,59.352,left,single-click
429,1786145422.671575,43939.946,92.29,17.971,left,single-click
430,1786145422.818408,44086.779,146.833,53.167,left,single-click
431,1786145422.909402,44177.773,90.994,17.119,left,single-click
432,1786145423.04238,44310.75,132.977,40.22,left,single-click
433,1786145423.126367,44394.738,83.987,17.161,left,single-click
434,1786145423.266384,44534.755,140.017,47.114,left,single-click
435,1786145423.340394,44608.765,74.01,31.293,left,single-click
436,1786145423.466395,44734.765,126.0,120.1,left,single-click
437,1786145423.679389,44947.759,212.994,52.353,left,single-click
438,1786145423.752391,45020.762,73.003,63.409,left,single-click
439,1786145423.901681,45170.052,149.29,44.833,left,single-click
440,1786145423.971574,45239.945,69.893,54.999,left,single-click
441,1786145424.114853,45383.224,143.279,47.597,left,single-click
442,1786145424.17939,45447.76,64.536,44.037,left,single-click
443,1786145424.945563,46213.933,766.173,17.166,left,single-click
444,1786145425.118609,46386.979,173.046,47.957,left,single-click
445,1786145425.216623,46484.994,98.015,16.954,left,single-click
446,1786145425.31853,46586.901,101.907,35.086,left,single-click
447,1786145425.409576,46677.947,91.046,16.987,left,single-click
448,1786145425.523569,46791.94,113.993,18.996,left,single-click
449,1786145425.607653,46876.024,84.084,16.946,left,single-click
450,1786145425.736566,47004.936,128.913,16.994,left,single-click
451,1786145425.812631,47081.002,76.065,17.027,left,single-click
452,1786145425.947636,47216.007,135.005,35.972,left,single-click
453,1786145426.025744,47294.115,78.108,38.845,left,single-click
454,1786145426.162558,47430.929,136.814,70.089,left,single-click
455,1786145426.262559,47530.93,100.001,38.068,left,single-click
456,1786145426.417585,47685.956,155.026,60.09,left,single-click
457,1786145426.510552,47778.922,92.966,49.024,left,single-click
458,1786145426.667551,47935.922,156.999,43.068,left,single-click
459,1786145426.742616,48010.986,75.065,46.048,left,single-click
460,1786145426.901746,48170.117,159.131,22.893,left,single-click
461,1786145426.987694,48256.064,85.948,38.897,left,single-click
462,1786145427.139614,48407.984,151.92,45.973,left,single-click
463,1786145427.22457,48492.94,84.956,35.141,left,single-click
464,1786145427.38167,48650.041,157.1,17.084,left,single-click
465,1786145427.45461,48722.981,72.94,40.075,left,single-click
466,1786145427.619571,48887.941,164.961,36.041,left,single-click
467,1786145427.681694,48950.065,62.123,15.892,left,single-click
468,1786145427.878779,49147.15,197.085,17.016,left,single-click
469,1786145428.081672,49350.042,202.893,45.975,left,single-click
470,1786145428.187575,49455.946,105.904,17.32,left,single-click
471,1786145428.321603,49589.973,134.027,56.329,left,single-click
472,1786145428.39461,49662.981,73.008,40.036,left,single-click
473,1786145428.552693,49821.064,158.083,47.937,left,single-click
474,1786145428.618684,49887.055,65.991,76.01,left,single-click
475,1786145429.57648,50844.851,957.796,58.682,left,single-click
476,1786145429.651664,50920.034,75.184,49.977,left,single-click
477,1786145429.823695,51092.066,172.032,17.308,left,single-click
478,1786145429.898604,51166.975,74.908,54.173,left,single-click
479,1786145430.054015,51322.386,155.411,16.805,left,single-click
480,1786145430.139688,51408.058,85.673,47.013,left,single-click
