click_number,timestamp,relative_time_ms,delay_ms,hold_ms,button,click_type
63,1786146529.930395,11195.407,162.912,81.116,left,single-click
64,1786146530.074309,11339.321,143.914,87.321,left,single-click
65,1786146530.274404,11539.415,200.095,79.084,left,single-click
66,1786146530.428376,11693.388,153.972,87.291,left,single-click
67,1786146530.610345,11875.356,181.969,78.119,left,single-click
68,1786146530.799323,12064.335,188.978,45.187,left,single-click
69,1786146530.973475,12238.487,174.152,59.007,left,single-click
70,1786146531.144474,12409.485,170.999,59.522,left,single-click
71,1786146531.320452,12585.464,175.978,78.109,left,single-click
72,1786146531.481434,12746.446,160.982,96.086,left,single-click
73,1786146531.6454,12910.412,163.966,91.245,left,single-click
74,1786146531.89365,13158.661,248.25,238.856,left,single-click
75,1786146532.251567,13516.579,357.918,87.885,left,single-click
76,1786146532.416576,13681.587,165.009,118.895,left,single-click
77,1786146532.629552,13894.563,212.976,231.136,left,single-click
78,1786146532.982473,14247.484,352.921,82.296,left,single-click
79,1786146533.186522,14451.534,204.049,89.026,left,single-click
80,1786146533.380449,14645.46,193.927,106.285,left,single-click
81,1786146533.557458,14822.469,177.009,114.103,left,single-click
82,1786146533.777491,15042.502,220.033,98.197,left,single-click
83,1786146533.987505,15252.517,210.015,84.984,left,single-click
84,1786146534.194481,15459.493,206.976,115.042,left,single-click
85,1786146534.368624,15633.636,174.143,102.93,left,single-click
86,1786146534.585551,15850.563,216.927,74.924,left,single-click
87,1786146534.767475,16032.486,181.924,82.151,left,single-click
88,1786146534.943777,16208.788,176.302,75.696,left,single-click
89,1786146535.118555,16383.566,174.778,76.962,left,single-click
90,1786146535.300606,16565.618,182.051,89.128,left,single-click
91,1786146535.477596,16742.607,176.989,73.941,left,single-click
92,1786146535.64452,16909.532,166.925,75.059,left,single-click
93,1786146535.806557,17071.568,162.036,88.079,left,single-click
94,1786146535.988623,17253.635,182.066,76.927,left,single-click
95,1786146536.168538,17433.549,179.914,76.167,left,single-click
96,1786146536.355502,17620.514,186.965,68.047,left,single-click
97,1786146536.514641,17779.653,159.139,93.993,left,single-click
98,1786146536.676632,17941.644,161.991,97.944,left,single-click
99,1786146536.859655,18124.667,183.023,81.015,left,single-click
100,1786146537.036561,18301.573,176.906,67.977,left,single-click
101,1786146537.212739,18477.75,176.177,84.92,left,single-click
102,1786146537.391697,18656.708,178.958,85.02,left,single-click
103,1786146537.577693,18842.704,185.996,80.049,left,single-click
104,1786146537.766762,19031.774,189.07,77.106,left,single-click
105,1786146537.94174,19206.752,174.978,85.953,left,single-click
106,1786146538.128716,19393.728,186.976,86.991,left,single-click
107,1786146538.329698,19594.709,200.982,68.322,left,single-click
108,1786146538.527653,19792.665,197.955,65.085,left,single-click
109,1786146538.697784,19962.796,170.131,83.018,left,single-click
110,1786146538.879323,20144.334,181.538,78.531,left,single-click
111,1786146539.069808,20334.82,190.486,52.884,left,single-click
112,1786146539.242742,20507.754,172.934,59.1,left,single-click
113,1786146539.408753,20673.764,166.011,89.965,left,single-click
114,1786146539.58176,20846.771,173.007,102.009,left,single-click
115,1786146539.80969,21074.701,227.93,54.149,left,single-click
116,1786146539.967678,21232.689,157.988,99.128,left,single-click
117,1786146540.206748,21471.76,239.07,74.04,left,single-click
118,1786146540.387698,21652.709,180.95,70.364,left,single-click
119,1786146540.563678,21828.69,175.98,75.137,left,single-click
120,1786146540.729652,21994.663,165.973,91.148,left,single-click
121,1786146540.9577,22222.711,228.048,105.18,left,single-click
122,1786146541.180734,22445.746,223.035,45.034,left,single-click
123,1786146541.334702,22599.713,153.967,80.05,left,single-click
124,1786146541.491655,22756.667,156.954,92.491,left,single-click
125,1786146541.664751,22929.763,173.096,102.117,left,single-click
126,1786146541.837601,23102.612,172.85,87.152,left,single-click
127,1786146542.005767,23270.778,168.166,70.954,left,single-click
128,1786146542.159705,23424.717,153.938,103.39,left,single-click
129,1786146542.333645,23598.656,173.94,63.12,left,single-click
130,1786146542.503712,23768.723,170.067,75.12,left,single-click
131,1786146542.681737,23946.749,178.025,65.027,left,single-click
132,1786146542.85874,24123.751,177.003,81.172,left,single-click
133,1786146543.012801,24277.812,154.061,92.517,left,single-click
134,1786146543.198735,24463.747,185.934,66.062,left,single-click
135,1786146543.339731,24604.742,140.996,73.193,left,single-click
136,1786146543.500802,24765.814,161.071,75.94,left,single-click
137,1786146543.682734,24947.745,181.932,115.125,left,single-click
138,1786146543.881727,25146.739,198.993,93.021,left,single-click
139,1786146544.0637,25328.711,181.973,93.403,left,single-click
140,1786146544.250744,25515.756,187.045,99.051,left,single-click
141,1786146544.444862,25709.873,194.118,83.037,left,single-click
142,1786146544.623612,25888.623,178.75,76.264,left,single-click
143,1786146544.791691,26056.702,168.079,62.255,left,single-click
144,1786146544.938813,26203.825,147.123,93.213,left,single-click
145,1786146545.132874,26397.885,194.06,78.291,left,single-click
146,1786146545.310937,26575.949,178.064,76.105,left,single-click
147,1786146545.478081,26743.093,167.144,68.915,left,single-click
148,1786146545.645919,26910.931,167.838,75.052,left,single-click
149,1786146545.803001,27068.013,157.082,69.914,left,single-click
150,1786146546.137929,27402.94,334.927,79.194,left,single-click
151,1786146546.335861,27600.873,197.932,78.099,left,single-click
152,1786146546.514907,27779.918,179.046,80.454,left,single-click
153,1786146546.695864,27960.876,180.958,81.621,left,single-click
154,1786146546.868973,28133.985,173.109,79.455,left,single-click
155,1786146547.043319,28308.33,174.345,79.289,left,single-click
156,1786146547.24599,28511.001,202.671,47.498,left,single-click
157,1786146547.433583,28698.594,187.593,71.809,left,single-click
158,1786146547.597261,28862.272,163.678,95.088,left,single-click
159,1786146547.763315,29028.327,166.055,91.062,left,single-click
160,1786146548.039366,29304.378,276.051,77.441,left,single-click
161,1786146548.201436,29466.447,162.069,85.916,left,single-click
162,1786146548.388524,29653.535,187.088,83.973,left,single-click
163,1786146548.553342,29818.353,164.818,74.15,left,single-click
164,1786146548.729338,29994.349,175.996,76.094,left,single-click
165,1786146548.935352,30200.364,206.015,82.013,left,single-click
166,1786146549.09632,30361.331,160.968,79.235,left,single-click
167,1786146549.294317,30559.329,197.997,46.086,left,single-click
168,1786146549.467335,30732.347,173.018,81.061,left,single-click
169,1786146549.649364,30914.375,182.029,83.103,left,single-click
170,1786146549.84433,31109.342,194.967,210.171,left,single-click
171,1786146550.127337,31392.349,283.007,108.373,left,single-click
172,1786146550.328511,31593.523,201.174,119.94,left,single-click
173,1786146550.690381,31955.393,361.87,56.05,left,single-click
174,1786146550.869351,32134.362,178.97,198.112,left,single-click
175,1786146551.138394,32403.405,269.043,34.065,left,single-click
176,1786146551.207524,32472.535,69.13,59.047,left,single-click
177,1786146551.385348,32650.36,177.824,72.159,left,single-click
178,1786146551.571452,32836.464,186.104,70.044,left,single-click
179,1786146551.761394,33026.405,189.941,77.084,left,single-click
180,1786146551.949367,33214.378,187.973,46.092,left,single-click
181,1786146552.108355,33373.366,158.988,80.095,left,single-click
182,1786146552.316372,33581.383,208.017,51.164,left,single-click
183,1786146552.46738,33732.392,151.008,81.082,left,single-click
184,1786146552.674396,33939.408,207.016,153.299,left,single-click
185,1786146552.97652,34241.531,302.123,68.12,left,single-click
186,1786146553.180529,34445.54,204.009,92.195,left,single-click
187,1786146553.373527,34638.539,192.998,87.108,left,single-click
188,1786146553.568536,34833.547,195.009,43.131,left,single-click
189,1786146553.700539,34965.551,132.004,79.192,left,single-click
190,1786146553.91451,35179.522,213.971,100.156,left,single-click
191,1786146554.108536,35373.548,194.026,73.452,left,single-click
192,1786146554.264707,35529.719,156.171,57.084,left,single-click
193,1786146554.428521,35693.533,163.814,67.091,left,single-click
194,1786146554.631773,35896.785,203.252,68.853,left,single-click
195,1786146554.802547,36067.558,170.774,63.215,left,single-click
196,1786146554.940547,36205.559,138.001,70.056,left,single-click
197,1786146555.075551,36340.563,135.004,50.199,left,single-click
198,1786146555.215649,36480.661,140.098,96.976,left,single-click
199,1786146555.485612,36750.623,269.962,64.027,left,single-click
200,1786146555.650623,36915.634,165.011,81.109,left,single-click
201,1786146555.839603,37104.615,188.981,43.273,left,single-click
202,1786146555.978688,37243.7,139.085,69.915,left,single-click
203,1786146556.121575,37386.587,142.887,58.084,left,single-click
204,1786146556.281611,37546.622,160.035,35.109,left,single-click
205,1786146556.487572,37752.584,205.961,114.053,left,single-click
206,1786146556.851669,38116.68,364.097,70.167,left,single-click
207,1786146557.018719,38283.731,167.05,70.102,left,single-click
208,1786146557.165615,38430.626,146.896,45.075,left,single-click
209,1786146557.288619,38553.631,123.004,50.439,left,single-click
210,1786146557.405698,38670.709,117.078,57.97,left,single-click
211,1786146557.52895,38793.962,123.253,50.972,left,single-click
212,1786146557.661785,38926.797,132.835,127.282,left,single-click
213,1786146557.850065,39115.077,188.28,47.739,left,single-click
214,1786146558.018821,39283.833,168.756,78.871,left,single-click
215,1786146558.220608,39485.619,201.787,77.214,left,single-click
216,1786146558.40775,39672.761,187.142,58.931,left,single-click
217,1786146558.617624,39882.635,209.874,21.102,left,single-click
218,1786146558.760871,40025.882,143.247,77.018,left,single-click
219,1786146558.932649,40197.661,171.778,93.214,left,single-click
220,1786146559.110862,40375.873,178.212,48.911,left,single-click
221,1786146559.251732,40516.744,140.871,48.964,left,single-click
222,1786146559.421682,40686.693,169.95,27.025,left,single-click
223,1786146559.519653,40784.664,97.971,94.998,left,single-click
224,1786146559.695865,40960.876,176.212,35.472,left,single-click
225,1786146559.856893,41121.904,161.028,77.842,left,single-click
226,1786146560.105935,41370.946,249.042,74.968,left,single-click
227,1786146560.286813,41551.825,180.879,55.984,left,single-click
228,1786146560.446332,41711.344,159.519,215.106,left,single-click
229,1786146560.824007,42089.019,377.675,96.833,left,single-click
230,1786146561.011691,42276.703,187.684,39.56,left,single-click
231,1786146561.129823,42394.835,118.132,83.155,left,single-click
232,1786146561.313822,42578.833,183.998,94.174,left,single-click
233,1786146561.460306,42725.318,146.485,211.714,left,single-click
234,1786146561.854011,43119.023,393.705,97.324,left,single-click
235,1786146562.00718,43272.192,153.169,43.84,left,single-click
236,1786146562.284122,43549.133,276.942,70.057,left,single-click
237,1786146562.423033,43688.044,138.911,88.979,left,single-click
238,1786146562.596969,43861.98,173.936,57.993,left,single-click
239,1786146562.750897,44015.909,153.929,51.952,left,single-click
240,1786146562.980818,44245.83,229.921,101.117,left,single-click
241,1786146563.16602,44431.031,185.202,79.09,left,single-click
242,1786146563.332029,44597.041,166.009,209.197,left,single-click
243,1786146563.66992,44934.932,337.891,88.021,left,single-click
244,1786146563.860847,45125.858,190.926,69.022,left,single-click
245,1786146564.027993,45293.005,167.147,84.937,left,single-click
246,1786146564.203377,45468.389,175.384,41.475,left,single-click
247,1786146564.311197,45576.209,107.82,159.832,left,single-click
248,1786146564.599858,45864.869,288.661,59.009,left,single-click
249,1786146564.920954,46185.965,321.096,110.245,left,single-click
250,1786146565.143934,46408.945,222.98,32.078,left,single-click
251,1786146565.315865,46580.876,171.931,62.185,left,single-click
252,1786146565.535141,46800.153,219.276,100.982,left,single-click
253,1786146565.768075,47033.087,232.934,184.878,left,single-click
254,1786146566.041863,47306.875,273.788,87.32,left,single-click
255,1786146566.214984,47479.996,173.121,89.988,left,single-click
256,1786146566.436913,47701.925,221.929,115.297,left,single-click
257,1786146566.611499,47876.511,174.586,60.572,left,single-click
258,1786146566.915045,48180.057,303.546,90.994,left,single-click
259,1786146567.141891,48406.902,226.846,82.106,left,single-click
260,1786146567.287943,48552.955,146.053,232.229,left,single-click
261,1786146567.589972,48854.984,302.029,103.107,left,single-click
262,1786146567.801083,49066.094,211.111,63.243,left,single-click
263,1786146567.94203,49207.042,140.948,176.998,left,single-click
264,1786146568.239929,49504.941,297.899,63.224,left,single-click
265,1786146568.37409,49639.102,134.161,74.023,left,single-click
266,1786146568.495086,49760.097,120.995,90.433,left,single-click
267,1786146568.639068,49904.079,143.982,74.146,left,single-click
268,1786146568.780159,50045.171,141.092,65.309,left,single-click
269,1786146568.906173,50171.184,126.013,65.049,left,single-click
270,1786146569.03918,50304.191,133.007,50.169,left,single-click
271,1786146569.167402,50432.413,128.222,54.942,left,single-click
272,1786146569.434245,50699.257,266.844,70.351,left,single-click
273,1786146569.66824,50933.252,233.995,74.109,left,single-click
274,1786146569.856442,51121.454,188.202,72.977,left,single-click
275,1786146570.007262,51272.274,150.82,85.037,left,single-click
276,1786146570.163215,51428.226,155.953,64.203,left,single-click
277,1786146570.317517,51582.529,154.302,55.895,left,single-click
278,1786146570.460513,51725.525,142.996,225.739,left,single-click
279,1786146570.795348,52060.36,334.835,71.473,left,single-click
280,1786146570.959083,52224.095,163.735,87.166,left,single-click
281,1786146571.135315,52400.326,176.231,64.063,left,single-click
282,1786146571.4656,52730.611,330.285,44.879,left,single-click
283,1786146571.672318,52937.33,206.719,71.034,left,single-click
284,1786146571.81733,53082.341,145.011,93.066,left,single-click
285,1786146571.985491,53250.502,168.161,82.073,left,single-click
286,1786146572.13552,53400.531,150.029,109.775,left,single-click
287,1786146572.284375,53549.387,148.855,75.937,left,single-click
288,1786146572.463325,53728.336,178.95,35.061,left,single-click
289,1786146572.720285,53985.297,256.961,38.159,left,single-click
290,1786146572.862354,54127.365,142.068,157.054,left,single-click
291,1786146573.060253,54325.264,197.899,47.065,left,single-click
292,1786146573.257323,54522.334,197.07,38.255,left,single-click
293,1786146573.431373,54696.385,174.051,118.969,left,single-click
294,1786146573.619464,54884.476,188.091,96.888,left,single-click
295,1786146573.801545,55066.556,182.08,61.769,left,single-click
296,1786146573.968479,55233.49,166.934,42.157,left,single-click
297,1786146574.113449,55378.46,144.97,71.069,left,single-click
298,1786146574.251297,55516.309,137.849,90.076,left,single-click
299,1786146574.410372,55675.383,159.074,81.089,left,single-click
300,1786146574.57333,55838.342,162.959,110.378,left,single-click
301,1786146574.741346,56006.358,168.016,72.025,left,single-click
302,1786146574.904469,56169.48,163.122,71.987,left,single-click
303,1786146575.055383,56320.394,150.914,70.964,left,single-click
304,1786146575.209365,56474.376,153.982,103.047,left,single-click
305,1786146575.353323,56618.335,143.958,81.251,left,single-click
306,1786146575.524357,56789.369,171.034,73.325,left,single-click
307,1786146575.655391,56920.403,131.034,52.05,left,single-click
308,1786146575.794478,57059.49,139.087,84.026,left,single-click
309,1786146575.937381,57202.393,142.903,70.031,left,single-click
310,1786146576.099725,57364.736,162.344,51.64,left,single-click
311,1786146576.239635,57504.647,139.911,50.809,left,single-click
312,1786146576.639516,57904.527,399.88,26.869,left,single-click
313,1786146576.717414,57982.426,77.899,69.146,left,single-click
314,1786146576.860451,58125.463,143.037,212.899,left,single-click
315,1786146577.113605,58378.616,253.154,40.905,left,single-click
316,1786146577.227839,58492.851,114.234,91.798,left,single-click
317,1786146577.365777,58630.788,137.938,309.847,left,single-click
318,1786146577.733548,58998.559,367.771,85.173,left,single-click
319,1786146577.912695,59177.706,179.147,258.877,left,single-click
320,1786146578.297536,59562.548,384.842,96.056,left,single-click
321,1786146578.479524,59744.535,181.987,79.049,left,single-click
322,1786146578.668558,59933.569,189.034,72.08,left,single-click
